RecordID_Int,ParcelNumber,SaleDate,SaleAmount,StreetName,StreetNumber,Unit
1,010001000,2000-10-23T04:00:00.000Z,0,EMMET ST N,1117,
2,010001000,2016-02-10T05:00:00.000Z,0,EMMET ST N,1117,
3,010001100,2008-09-23T04:00:00.000Z,113437,MILLMONT ST,1035-67,
4,010001100,2008-09-23T04:00:00.000Z,0,MILLMONT ST,1035-67,
5,010001100,1995-01-13T05:00:00.000Z,700000,MILLMONT ST,1035-67,
6,010001100,2008-09-23T04:00:00.000Z,0,MILLMONT ST,1035-67,
7,010001100,2008-09-23T04:00:00.000Z,0,MILLMONT ST,1035-67,
8,010001100,2008-09-23T04:00:00.000Z,0,MILLMONT ST,1035-67,
9,010001100,1995-01-13T05:00:00.000Z,18381,MILLMONT ST,1035-67,
10,010001100,2008-09-23T04:00:00.000Z,113437,MILLMONT ST,1035-67,
11,010001100,2008-09-23T04:00:00.000Z,484687,MILLMONT ST,1035-67,
12,010001100,2008-09-23T04:00:00.000Z,0,MILLMONT ST,1035-67,
13,010001100,2008-09-23T04:00:00.000Z,0,MILLMONT ST,1035-67,
14,010001100,2008-09-23T04:00:00.000Z,113437,MILLMONT ST,1035-67,
15,010001200,1989-03-15T04:00:00.000Z,0,MILLMONT ST,1159,
16,010001200,1988-12-30T05:00:00.000Z,0,MILLMONT ST,1159,
17,010001300,1989-03-15T04:00:00.000Z,0,MILLMONT ST,1135-37,
18,010001300,1988-12-30T05:00:00.000Z,0,MILLMONT ST,1135-37,
19,010001400,1997-04-29T04:00:00.000Z,8389526,MILLMONT ST,1111,
20,010001400,1996-03-18T04:00:00.000Z,827000,MILLMONT ST,1111,
21,010001500,1988-12-30T05:00:00.000Z,0,MILLMONT ST,1149,
22,010001500,1989-03-15T04:00:00.000Z,0,MILLMONT ST,1149,
23,010001600,1900-01-01T05:00:00.000Z,0,MASSIE RD,600,
24,010001700,1983-12-30T05:00:00.000Z,0,MILLMONT ST,1101,
25,010001700,1988-08-31T04:00:00.000Z,1300000,MILLMONT ST,1101,
26,010001900,2000-04-27T04:00:00.000Z,2990000,MILLMONT ST,1023,
27,010001900,2000-04-27T04:00:00.000Z,0,MILLMONT ST,1023,
28,010001900,1997-06-27T04:00:00.000Z,260000,MILLMONT ST,1023,
29,010001900,2012-05-10T04:00:00.000Z,2220308,MILLMONT ST,1023,
30,010001900,1986-12-01T05:00:00.000Z,1750000,MILLMONT ST,1023,
31,010004000,1996-12-27T05:00:00.000Z,0,EMMET ST N,1138,
32,010004000,2018-05-21T04:00:00.000Z,0,EMMET ST N,1138,
33,010004000,1996-09-17T04:00:00.000Z,0,EMMET ST N,1138,
34,010004000,2018-05-21T04:00:00.000Z,0,EMMET ST N,1138,
35,010004000,2018-01-05T05:00:00.000Z,0,EMMET ST N,1138,
36,010004000,2018-05-21T04:00:00.000Z,0,EMMET ST N,1138,
37,010004100,2010-09-27T04:00:00.000Z,0,EMMET ST N,1170,
38,010004100,2018-01-05T05:00:00.000Z,0,EMMET ST N,1170,
39,010004100,2018-05-21T04:00:00.000Z,0,EMMET ST N,1170,
40,010004100,1998-01-05T05:00:00.000Z,400000,EMMET ST N,1170,
41,010004100,1981-03-13T04:00:00.000Z,130000,EMMET ST N,1170,
42,010004100,2018-05-21T04:00:00.000Z,0,EMMET ST N,1170,
43,010004100,1985-09-16T04:00:00.000Z,200000,EMMET ST N,1170,
44,010004100,2016-09-23T04:00:00.000Z,0,EMMET ST N,1170,
45,010004100,2017-04-19T04:00:00.000Z,0,EMMET ST N,1170,
46,010004100,2018-05-21T04:00:00.000Z,0,EMMET ST N,1170,
47,010004300,1987-06-22T04:00:00.000Z,220000,EMMET ST N,1134,
48,010004300,2001-04-19T04:00:00.000Z,375000,EMMET ST N,1134,
49,010004300,1971-06-16T04:00:00.000Z,32000,EMMET ST N,1134,
50,010004400,1969-01-09T05:00:00.000Z,85600,EMMET ST N,1136-A,1
51,010004400,1988-06-29T04:00:00.000Z,0,EMMET ST N,1136-A,1
52,010004400,2002-04-15T04:00:00.000Z,350000,EMMET ST N,1136-A,1
53,010004500,1988-06-29T04:00:00.000Z,0,EMMET ST N,1136-B,2
54,010004500,2009-12-16T05:00:00.000Z,0,EMMET ST N,1136-B,2
55,010004500,1988-07-07T04:00:00.000Z,200000,EMMET ST N,1136-B,2
56,010005000,1993-02-18T05:00:00.000Z,0,BARRACKS RD,0,
57,010006000,2003-02-20T05:00:00.000Z,0,BARRACKS RD,2028,
58,010006000,2003-01-31T05:00:00.000Z,545000,BARRACKS RD,2028,
59,010006000,1995-05-25T04:00:00.000Z,0,BARRACKS RD,2028,
60,010007000,1982-07-27T04:00:00.000Z,160000,BARRACKS RD,1930,
61,010008000,2015-01-28T05:00:00.000Z,0,BARRACKS RD,0,
62,010008000,1984-08-31T04:00:00.000Z,175000,BARRACKS RD,0,
63,010009000,1984-08-31T04:00:00.000Z,175000,BARRACKS RD,1920,
64,010009000,2015-01-28T05:00:00.000Z,0,BARRACKS RD,1920,
65,010010000,1995-02-28T05:00:00.000Z,0,WESTVIEW RD,1851,
66,010010000,2018-10-31T04:00:00.000Z,575000,WESTVIEW RD,1851,
67,010011000,1984-05-16T04:00:00.000Z,205000,WESTVIEW RD,1855,
68,010011000,2018-01-10T05:00:00.000Z,970000,WESTVIEW RD,1855,
69,010012000,1973-12-17T05:00:00.000Z,50000,WESTVIEW RD,1857,
70,010012000,2015-05-04T04:00:00.000Z,512000,WESTVIEW RD,1857,
71,010012000,2015-05-04T04:00:00.000Z,0,WESTVIEW RD,1857,
72,010012000,2003-07-09T04:00:00.000Z,0,WESTVIEW RD,1857,
73,010014000,2007-02-05T05:00:00.000Z,0,WESTVIEW RD,1885,
74,010014000,2017-03-16T04:00:00.000Z,0,WESTVIEW RD,1885,
75,010014000,2007-06-26T04:00:00.000Z,975000,WESTVIEW RD,1885,
76,010014000,1984-07-12T04:00:00.000Z,0,WESTVIEW RD,1885,
77,010015000,2002-07-03T04:00:00.000Z,480000,WESTVIEW RD,1889,
78,010015000,1996-08-16T04:00:00.000Z,325000,WESTVIEW RD,1889,
79,010016000,1979-08-22T04:00:00.000Z,91000,WESTVIEW RD,1891,
80,010017000,1958-10-10T04:00:00.000Z,31500,WESTVIEW RD,1893,
81,010017000,2015-11-25T05:00:00.000Z,0,WESTVIEW RD,1893,
82,010017000,2017-02-07T05:00:00.000Z,0,WESTVIEW RD,1893,
83,010017000,2014-11-14T05:00:00.000Z,0,WESTVIEW RD,1893,
84,010017000,2014-11-14T05:00:00.000Z,0,WESTVIEW RD,1893,
85,010017000,2014-11-14T05:00:00.000Z,0,WESTVIEW RD,1893,
86,010017000,2016-01-29T05:00:00.000Z,0,WESTVIEW RD,1893,
87,010017000,2017-06-08T04:00:00.000Z,636000,WESTVIEW RD,1893,
88,010017000,2015-02-26T05:00:00.000Z,0,WESTVIEW RD,1893,
89,010017000,2018-10-19T04:00:00.000Z,1030000,WESTVIEW RD,1893,
90,010017100,1993-06-11T04:00:00.000Z,180000,WESTVIEW RD,1895,
91,010017100,2005-11-10T05:00:00.000Z,654750,WESTVIEW RD,1895,
92,010017100,2000-09-14T04:00:00.000Z,459500,WESTVIEW RD,1895,
93,010017100,2004-02-20T05:00:00.000Z,0,WESTVIEW RD,1895,
94,010018000,1978-03-15T04:00:00.000Z,2500000,EMMET ST N,1001,
95,010019000,2006-07-07T04:00:00.000Z,479500,WESTVIEW RD,1890,
96,010019000,2002-05-23T04:00:00.000Z,85000,WESTVIEW RD,1890,
97,010019000,2002-05-23T04:00:00.000Z,0,WESTVIEW RD,1890,
98,010019000,2000-08-22T04:00:00.000Z,0,WESTVIEW RD,1890,
99,010019000,1973-03-19T04:00:00.000Z,10000,WESTVIEW RD,1890,
100,010019000,2003-03-03T05:00:00.000Z,360000,WESTVIEW RD,1890,
101,010019000,2001-11-01T04:00:00.000Z,70000,WESTVIEW RD,1890,
102,010019000,2008-08-07T04:00:00.000Z,549000,WESTVIEW RD,1890,
103,010020000,2010-08-04T04:00:00.000Z,962500,WESTVIEW RD,1888,
104,010020000,2001-01-24T05:00:00.000Z,275000,WESTVIEW RD,1888,
105,010020000,2014-10-14T04:00:00.000Z,0,WESTVIEW RD,1888,
106,010020000,1981-04-03T04:00:00.000Z,0,WESTVIEW RD,1888,
107,010021000,1994-04-15T04:00:00.000Z,175900,WESTVIEW RD,1884,
108,010022000,1991-06-24T04:00:00.000Z,265000,WESTVIEW RD,1882,
109,010022000,1989-06-01T04:00:00.000Z,279000,WESTVIEW RD,1882,
110,010022000,2000-01-07T05:00:00.000Z,0,WESTVIEW RD,1882,
111,010023000,2004-03-29T04:00:00.000Z,525000,WESTVIEW RD,1880,
112,010023000,1999-05-07T04:00:00.000Z,275000,WESTVIEW RD,1880,
113,010023000,1996-12-04T05:00:00.000Z,0,WESTVIEW RD,1880,
114,010023000,1998-12-21T05:00:00.000Z,0,WESTVIEW RD,1880,
115,010023000,1995-05-25T04:00:00.000Z,0,WESTVIEW RD,1880,
116,010024000,2012-05-15T04:00:00.000Z,0,WESTVIEW RD,1878,
117,010024000,1992-09-09T04:00:00.000Z,196500,WESTVIEW RD,1878,
118,010024000,2005-10-08T04:00:00.000Z,580000,WESTVIEW RD,1878,
119,010024000,1998-04-14T04:00:00.000Z,260000,WESTVIEW RD,1878,
120,010024A00,2014-06-30T04:00:00.000Z,940000,WESTVIEW RD,1876,
121,010024A00,2007-08-29T04:00:00.000Z,895000,WESTVIEW RD,1876,
122,010024A00,2002-06-12T04:00:00.000Z,125000,WESTVIEW RD,1876,
123,010026000,1998-09-02T04:00:00.000Z,0,WESTVIEW RD,1852,
124,010026000,2007-06-19T04:00:00.000Z,889000,WESTVIEW RD,1852,
125,010026000,1994-07-18T04:00:00.000Z,195000,WESTVIEW RD,1852,
126,010027000,2008-08-04T04:00:00.000Z,0,FIELD RD,1863,
127,010027000,1998-09-02T04:00:00.000Z,0,FIELD RD,1863,
128,010027000,2008-08-04T04:00:00.000Z,483000,FIELD RD,1863,
129,010027000,2017-12-08T05:00:00.000Z,695000,FIELD RD,1863,
130,010027000,1995-12-08T05:00:00.000Z,175000,FIELD RD,1863,
131,010028000,2001-11-05T05:00:00.000Z,0,FIELD RD,1865,
132,010028000,2001-11-05T05:00:00.000Z,0,FIELD RD,1865,
133,010028000,2012-10-10T04:00:00.000Z,469000,FIELD RD,1865,
134,010028000,1989-04-04T04:00:00.000Z,212100,FIELD RD,1865,
135,010029000,1997-08-05T04:00:00.000Z,285000,FIELD RD,1867,
136,010029000,2012-04-10T04:00:00.000Z,0,FIELD RD,1867,
137,010029000,1998-02-02T05:00:00.000Z,0,FIELD RD,1867,
138,010030000,1998-03-26T04:00:00.000Z,0,FIELD RD,1869,
139,010030000,2002-03-01T05:00:00.000Z,275000,FIELD RD,1869,
140,010030000,1999-02-03T05:00:00.000Z,0,FIELD RD,1869,
141,010030000,2003-12-05T05:00:00.000Z,0,FIELD RD,1869,
142,010030000,1985-12-31T05:00:00.000Z,122000,FIELD RD,1869,
143,010030100,2013-06-07T04:00:00.000Z,473000,FIELD RD,1871,
144,010030100,1979-09-19T04:00:00.000Z,94500,FIELD RD,1871,
145,010031000,1999-07-15T04:00:00.000Z,291000,FIELD RD,1873,
146,010031000,2003-06-06T04:00:00.000Z,425000,FIELD RD,1873,
147,010031000,2008-12-15T05:00:00.000Z,545000,FIELD RD,1873,
148,010031000,1992-04-02T04:00:00.000Z,165000,FIELD RD,1873,
149,010032000,1999-03-05T05:00:00.000Z,0,FIELD RD,1877,
150,010032000,1999-01-28T05:00:00.000Z,0,FIELD RD,1877,
151,010032000,1976-10-13T04:00:00.000Z,61000,FIELD RD,1877,
152,010033000,2016-10-18T04:00:00.000Z,421000,FIELD RD,1884,
153,010033000,1991-01-30T05:00:00.000Z,140000,FIELD RD,1884,
154,010034000,1971-08-18T04:00:00.000Z,34500,FIELD RD,1882,
155,010034000,2018-11-15T05:00:00.000Z,430000,FIELD RD,1882,
156,010034000,2019-02-15T05:00:00.000Z,470000,FIELD RD,1882,
157,010035000,1995-07-05T04:00:00.000Z,156500,FIELD RD,1874,
158,010036000,2010-11-01T04:00:00.000Z,389000,FIELD RD,1872,
159,010036000,2014-03-21T04:00:00.000Z,695940,FIELD RD,1872,
160,010036000,1994-01-31T05:00:00.000Z,164500,FIELD RD,1872,
161,010037000,1995-12-21T05:00:00.000Z,268000,FIELD RD,1870,
162,010037000,2001-07-02T04:00:00.000Z,345000,FIELD RD,1870,
163,010037000,2016-05-05T04:00:00.000Z,740000,FIELD RD,1870,
164,010038000,2012-02-01T05:00:00.000Z,0,FIELD RD,1868,
165,010038000,1952-12-24T05:00:00.000Z,19125,FIELD RD,1868,
166,010038000,2007-11-12T05:00:00.000Z,0,FIELD RD,1868,
167,010038000,2015-05-29T04:00:00.000Z,0,FIELD RD,1868,
168,010038000,2018-04-09T04:00:00.000Z,685000,FIELD RD,1868,
169,010039000,1989-12-27T05:00:00.000Z,68850,FIELD RD,1866,
170,010039000,2007-07-13T04:00:00.000Z,520000,FIELD RD,1866,
171,010039000,2007-05-25T04:00:00.000Z,520000,FIELD RD,1866,
172,010040000,2004-07-28T04:00:00.000Z,420000,FIELD RD,1864,
173,010040000,2003-09-08T04:00:00.000Z,0,FIELD RD,1864,
174,010040000,2003-09-08T04:00:00.000Z,0,FIELD RD,1864,
175,010040000,2003-07-25T04:00:00.000Z,0,FIELD RD,1864,
176,010040000,2003-09-08T04:00:00.000Z,0,FIELD RD,1864,
177,010040000,1952-01-01T05:00:00.000Z,2500,FIELD RD,1864,
178,010041000,2004-09-02T04:00:00.000Z,0,FENDALL TER,906,
179,010041000,2004-03-03T05:00:00.000Z,530000,FENDALL TER,906,
180,010041000,1979-09-06T04:00:00.000Z,117500,FENDALL TER,906,
181,010042000,1997-11-17T05:00:00.000Z,131000,WINSTON RD,1859,
182,010042000,2015-04-24T04:00:00.000Z,0,WINSTON RD,1859,
183,010042000,2015-07-06T04:00:00.000Z,0,WINSTON RD,1859,
184,010043000,2006-12-15T05:00:00.000Z,0,WINSTON RD,1861,
185,010043000,2014-11-12T05:00:00.000Z,0,WINSTON RD,1861,
186,010043000,2011-05-25T04:00:00.000Z,315000,WINSTON RD,1861,
187,010043000,2018-07-17T04:00:00.000Z,660000,WINSTON RD,1861,
188,010043000,1993-07-28T04:00:00.000Z,172500,WINSTON RD,1861,
189,010043000,2015-04-24T04:00:00.000Z,0,WINSTON RD,1861,
190,010043000,2015-05-06T04:00:00.000Z,590000,WINSTON RD,1861,
191,010044000,1960-09-16T04:00:00.000Z,42500,WINSTON RD,1863,
192,010044000,2003-11-18T05:00:00.000Z,575000,WINSTON RD,1863,
193,010045000,2006-11-29T05:00:00.000Z,725000,WINSTON RD,1867,
194,010045000,1997-06-28T04:00:00.000Z,0,WINSTON RD,1867,
195,010045000,2008-07-30T04:00:00.000Z,745000,WINSTON RD,1867,
196,010046000,1990-07-17T04:00:00.000Z,0,FENDALL TER,901,
197,010046000,2014-02-07T05:00:00.000Z,699000,FENDALL TER,901,
198,010046000,1998-11-24T05:00:00.000Z,180000,FENDALL TER,901,
199,010047000,1985-07-12T04:00:00.000Z,0,FENDALL TER,905,
200,010047000,2016-08-25T04:00:00.000Z,579000,FENDALL TER,905,
201,010048000,1993-01-07T05:00:00.000Z,1150000,EMMET ST N,918,
202,010048000,1973-04-18T04:00:00.000Z,785000,EMMET ST N,918,
203,010048100,2000-03-16T04:00:00.000Z,325000,EMMET ST N,902,
204,010048100,2004-03-23T04:00:00.000Z,0,EMMET ST N,902,
205,010048100,1972-09-13T04:00:00.000Z,49600,EMMET ST N,902,
206,010048100,2007-08-30T04:00:00.000Z,0,EMMET ST N,902,
207,010048200,1993-01-07T05:00:00.000Z,1150000,EMMET ST N,914,
208,010048200,1973-04-18T04:00:00.000Z,785000,EMMET ST N,914,
209,010049000,1973-10-01T04:00:00.000Z,56400,EMMET ST N,900,
210,010049000,2007-08-30T04:00:00.000Z,0,EMMET ST N,900,
211,010049000,2004-03-23T04:00:00.000Z,0,EMMET ST N,900,
212,010049000,2000-03-16T04:00:00.000Z,325000,EMMET ST N,900,
213,010049100,2007-08-30T04:00:00.000Z,0,EMMET ST N,0,
214,010049100,2004-03-23T04:00:00.000Z,0,EMMET ST N,0,
215,010049100,2000-03-16T04:00:00.000Z,325000,EMMET ST N,0,
216,010049100,1973-10-01T04:00:00.000Z,56400,EMMET ST N,0,
217,020001000,2015-01-28T05:00:00.000Z,0,BARRACKS RD,0,
218,020001000,1984-08-31T04:00:00.000Z,175000,BARRACKS RD,0,
219,020002000,1984-08-31T04:00:00.000Z,175000,BARRACKS RD,0,
220,020002000,2015-01-28T05:00:00.000Z,0,BARRACKS RD,0,
221,020003000,2007-08-10T04:00:00.000Z,948000,BARRACKS RD,1910,
222,020003000,2003-06-03T04:00:00.000Z,500000,BARRACKS RD,1910,
223,020003000,1989-02-02T05:00:00.000Z,0,BARRACKS RD,1910,
224,020004000,2005-05-06T04:00:00.000Z,377500,BUCKINGHAM RD,120,
225,020004000,1999-07-19T04:00:00.000Z,0,BUCKINGHAM RD,120,
226,020004000,1973-07-16T04:00:00.000Z,50000,BUCKINGHAM RD,120,
227,020004000,2004-02-11T05:00:00.000Z,275000,BUCKINGHAM RD,120,
228,020005000,1993-11-18T05:00:00.000Z,0,BUCKINGHAM RD,128,
229,020006000,2017-11-30T05:00:00.000Z,0,BUCKINGHAM RD,108,
230,020006000,2003-11-18T05:00:00.000Z,310000,BUCKINGHAM RD,108,
231,020006000,1983-07-08T04:00:00.000Z,115600,BUCKINGHAM RD,108,
232,020006000,2009-04-23T04:00:00.000Z,600000,BUCKINGHAM RD,108,
233,020006100,2007-04-17T04:00:00.000Z,362500,BUCKINGHAM RD,110,
234,020006100,2004-05-03T04:00:00.000Z,300000,BUCKINGHAM RD,110,
235,020006100,2016-10-05T04:00:00.000Z,355000,BUCKINGHAM RD,110,
236,020006100,1995-09-08T04:00:00.000Z,0,BUCKINGHAM RD,110,
237,020006200,1988-06-16T04:00:00.000Z,140000,BUCKINGHAM RD,114,
238,020006200,2016-12-05T05:00:00.000Z,391000,BUCKINGHAM RD,114,
239,020006300,1998-07-16T04:00:00.000Z,183000,BUCKINGHAM RD,118,
240,020006300,2015-06-30T04:00:00.000Z,412500,BUCKINGHAM RD,118,
241,020006300,2012-11-29T05:00:00.000Z,386375,BUCKINGHAM RD,118,
242,020006300,1984-06-29T04:00:00.000Z,120000,BUCKINGHAM RD,118,
243,020007000,2013-01-24T05:00:00.000Z,335000,BUCKINGHAM RD,104,
244,020007000,2007-03-22T04:00:00.000Z,0,BUCKINGHAM RD,104,
245,020007000,1996-02-27T05:00:00.000Z,0,BUCKINGHAM RD,104,
246,020008000,2001-09-11T04:00:00.000Z,180000,BARRACKS RD,1820,
247,020008000,1986-12-16T05:00:00.000Z,80000,BARRACKS RD,1820,
248,020009000,2004-08-11T04:00:00.000Z,236000,BARRACKS RD,1812,
249,020009000,1958-01-30T05:00:00.000Z,20500,BARRACKS RD,1812,
250,020010000,2005-03-02T05:00:00.000Z,430000,HOWARD DR,116,
251,020010000,1992-01-01T05:00:00.000Z,0,HOWARD DR,116,
252,020010000,2016-12-20T05:00:00.000Z,155000,HOWARD DR,116,
253,020011000,2001-08-20T04:00:00.000Z,325000,HOWARD DR,114,
254,020011000,2005-01-25T05:00:00.000Z,450000,HOWARD DR,114,
255,020011000,1995-09-19T04:00:00.000Z,180000,HOWARD DR,114,
256,020011000,2014-04-16T04:00:00.000Z,500000,HOWARD DR,114,
257,020011000,2000-01-27T05:00:00.000Z,170570,HOWARD DR,114,
258,020011000,2017-06-12T04:00:00.000Z,0,HOWARD DR,114,
259,020012000,2011-11-28T05:00:00.000Z,0,HOWARD DR,112,
260,020012000,1994-04-22T04:00:00.000Z,120000,HOWARD DR,112,
261,020012000,2016-07-28T04:00:00.000Z,379000,HOWARD DR,112,
262,020012000,2006-06-12T04:00:00.000Z,350000,HOWARD DR,112,
263,020012000,2005-12-14T05:00:00.000Z,350000,HOWARD DR,112,
264,020013000,1997-10-09T04:00:00.000Z,152500,HOWARD DR,110,
265,020013000,2014-05-23T04:00:00.000Z,265000,HOWARD DR,110,
266,020014000,1977-08-22T04:00:00.000Z,54500,BARRACKS RD,1808,
267,020015000,2005-04-08T04:00:00.000Z,0,BARRACKS RD,1806,
268,020015000,1967-06-27T04:00:00.000Z,0,BARRACKS RD,1806,
269,020015000,2005-04-08T04:00:00.000Z,0,BARRACKS RD,1806,
270,020015000,2014-12-23T05:00:00.000Z,0,BARRACKS RD,1806,
271,020015000,2019-01-25T05:00:00.000Z,252500,BARRACKS RD,1806,
272,020016000,1995-07-17T04:00:00.000Z,162000,BARRACKS RD,1800,
273,020016000,1999-10-15T04:00:00.000Z,193000,BARRACKS RD,1800,
274,020016000,2016-08-19T04:00:00.000Z,0,BARRACKS RD,1800,
275,020016000,2008-10-29T04:00:00.000Z,0,BARRACKS RD,1800,
276,020016100,2010-06-03T04:00:00.000Z,350000,RUGBY RD,1107,
277,020016100,1996-09-26T04:00:00.000Z,0,RUGBY RD,1107,
278,020016100,2016-06-30T04:00:00.000Z,478000,RUGBY RD,1107,
279,020016200,1984-05-21T04:00:00.000Z,0,RUGBY RD,1109,
280,020016200,2015-01-28T05:00:00.000Z,415000,RUGBY RD,1109,
281,020016200,2013-10-16T04:00:00.000Z,83000,RUGBY RD,1109,
282,020017000,2001-08-31T04:00:00.000Z,339000,RUGBY RD,1105,
283,020017000,2000-02-29T05:00:00.000Z,208000,RUGBY RD,1105,
284,020017000,1965-06-10T04:00:00.000Z,0,RUGBY RD,1105,
285,020019000,1985-05-23T04:00:00.000Z,270000,RUGBY RD,1101,
286,020019000,2003-06-13T04:00:00.000Z,810000,RUGBY RD,1101,
287,020019100,2011-12-01T05:00:00.000Z,640000,ROSSER LN,947,
288,020019100,1985-07-18T04:00:00.000Z,28000,ROSSER LN,947,
289,020019100,2018-08-10T04:00:00.000Z,767500,ROSSER LN,947,
290,020020000,2003-07-16T04:00:00.000Z,377000,ROSSER LN,945,
291,020020000,1998-08-24T04:00:00.000Z,200000,ROSSER LN,945,
292,020020000,1991-05-31T04:00:00.000Z,150000,ROSSER LN,945,
293,020021000,1971-07-09T04:00:00.000Z,60030,ROSSER LN,941,
294,020022000,1980-09-04T04:00:00.000Z,174000,ROSSER LN,939,
295,020023000,2001-03-06T05:00:00.000Z,768000,WESTVIEW RD,1801,
296,020023000,1990-05-24T04:00:00.000Z,0,WESTVIEW RD,1801,
297,020023100,2002-03-01T05:00:00.000Z,740000,WESTVIEW RD,1829,
298,020023100,1972-08-04T04:00:00.000Z,79500,WESTVIEW RD,1829,
299,020023100,1999-05-11T04:00:00.000Z,0,WESTVIEW RD,1829,
300,020023100,1999-10-15T04:00:00.000Z,390000,WESTVIEW RD,1829,
301,020023100,1999-03-04T05:00:00.000Z,0,WESTVIEW RD,1829,
302,020023A00,2011-11-21T05:00:00.000Z,0,ROSSER LN,921,
303,020023A00,2016-10-07T04:00:00.000Z,851000,ROSSER LN,921,
304,020023A00,2017-02-23T05:00:00.000Z,848000,ROSSER LN,921,
305,020023A00,2002-06-10T04:00:00.000Z,2967,ROSSER LN,921,
306,020023A00,2013-02-12T05:00:00.000Z,650000,ROSSER LN,921,
307,020024000,1985-07-03T04:00:00.000Z,335000,WESTVIEW RD,1833,
308,020025000,2015-07-27T04:00:00.000Z,735000,WESTVIEW RD,1839,
309,020025000,2010-09-02T04:00:00.000Z,1100000,WESTVIEW RD,1839,
310,020025000,2018-04-24T04:00:00.000Z,0,WESTVIEW RD,1839,
311,020025000,1990-03-01T05:00:00.000Z,485000,WESTVIEW RD,1839,
312,020025A00,2018-04-24T04:00:00.000Z,0,WESTVIEW RD,0,
313,020025A00,2010-09-02T04:00:00.000Z,1100000,WESTVIEW RD,0,
314,020025A00,2015-07-27T04:00:00.000Z,735000,WESTVIEW RD,0,
315,020026000,2018-04-24T04:00:00.000Z,0,WESTVIEW RD,1861,
316,020026000,2007-10-25T04:00:00.000Z,0,WESTVIEW RD,1861,
317,020026000,2008-05-27T04:00:00.000Z,1000000,WESTVIEW RD,1861,
318,020026000,1992-12-21T05:00:00.000Z,0,WESTVIEW RD,1861,
319,020026000,2009-01-23T05:00:00.000Z,0,WESTVIEW RD,1861,
320,020027000,2000-12-14T05:00:00.000Z,0,WESTVIEW RD,1848,
321,020027000,1998-01-30T05:00:00.000Z,0,WESTVIEW RD,1848,
322,020027000,1988-03-10T05:00:00.000Z,0,WESTVIEW RD,1848,
323,020028000,2010-12-29T05:00:00.000Z,675000,WESTVIEW RD,1844,
324,020028000,1970-09-08T04:00:00.000Z,38000,WESTVIEW RD,1844,
325,020028000,2002-07-23T04:00:00.000Z,385000,WESTVIEW RD,1844,
326,020029000,2002-05-28T04:00:00.000Z,456000,WESTVIEW RD,1834,
327,020029000,2015-06-12T04:00:00.000Z,776795,WESTVIEW RD,1834,
328,020029000,2002-03-04T05:00:00.000Z,425000,WESTVIEW RD,1834,
329,020029000,2015-06-12T04:00:00.000Z,0,WESTVIEW RD,1834,
330,020029000,1994-06-06T04:00:00.000Z,0,WESTVIEW RD,1834,
331,020031000,1988-07-01T04:00:00.000Z,235000,FIELD RD,1859,
332,020031000,2005-12-22T05:00:00.000Z,0,FIELD RD,1859,
333,020031000,2015-06-12T04:00:00.000Z,155000,FIELD RD,1859,
334,020032000,1987-05-21T04:00:00.000Z,138000,FIELD RD,1861,
335,020033000,1980-02-29T05:00:00.000Z,87500,FIELD RD,1862,
336,020034000,1999-01-08T05:00:00.000Z,182500,WINSTON RD,1857,
337,020034000,1986-07-15T04:00:00.000Z,138500,WINSTON RD,1857,
338,020035000,1998-04-06T04:00:00.000Z,165000,WINSTON RD,1855,
339,020035000,1999-09-17T04:00:00.000Z,248500,WINSTON RD,1855,
340,020035000,1990-07-20T04:00:00.000Z,245000,WINSTON RD,1855,
341,020035000,1999-09-10T04:00:00.000Z,0,WINSTON RD,1855,
342,020036000,1993-06-02T04:00:00.000Z,0,WINSTON RD,1851,
343,020037000,1978-06-15T04:00:00.000Z,85500,FIELD RD,1860,
344,020038000,2010-08-18T04:00:00.000Z,635000,FIELD RD,1858,
345,020038000,1999-12-20T05:00:00.000Z,220000,FIELD RD,1858,
346,020038000,1997-10-31T04:00:00.000Z,220000,FIELD RD,1858,
347,020039000,1994-05-11T04:00:00.000Z,206500,WINSTON RD,1849,
348,020040000,2000-06-22T04:00:00.000Z,0,WINSTON RD,1847,
349,020040000,1988-06-14T04:00:00.000Z,0,WINSTON RD,1847,
350,020041000,2016-05-31T04:00:00.000Z,650000,WINSTON RD,1843,
351,020041000,1951-10-30T04:00:00.000Z,2000,WINSTON RD,1843,
352,020042000,1996-03-29T04:00:00.000Z,190000,FIELD RD,1856,
353,020042000,1996-03-29T04:00:00.000Z,190000,FIELD RD,1856,
354,020042000,2018-04-02T04:00:00.000Z,593800,FIELD RD,1856,
355,020042000,2010-07-09T04:00:00.000Z,550000,FIELD RD,1856,
356,020043000,1987-11-12T05:00:00.000Z,151000,FIELD RD,1854,
357,020044000,2006-05-01T04:00:00.000Z,408400,OLD FARM RD,919,
358,020044000,1986-06-10T04:00:00.000Z,93500,OLD FARM RD,919,
359,020044000,2008-06-16T04:00:00.000Z,425000,OLD FARM RD,919,
360,020045000,1991-09-18T04:00:00.000Z,165000,OLD FARM RD,913,
361,020046000,2000-12-29T05:00:00.000Z,0,OLD FARM RD,911,
362,020046000,2000-12-11T05:00:00.000Z,264000,OLD FARM RD,911,
363,020046000,2002-08-09T04:00:00.000Z,402000,OLD FARM RD,911,
364,020046000,1995-02-24T05:00:00.000Z,0,OLD FARM RD,911,
